precip_mm,temp_max_c,temp_min_c,temp_mean_c,et0_mm,wind_max_ms,rh_pct,radiation_mj,date
159.7,30.95483870967742,23.432258064516127,26.654838709677417,120.78,2.6248387096774195,80.7741935483871,565.93,2004-10-01
63.0,31.663333333333334,23.903333333333332,27.296666666666667,124.01,3.2030000000000003,76.46666666666667,560.4399999999999,2004-11-01
0.0,31.693548387096776,21.86774193548387,26.567741935483873,140.05,3.398064516129032,64.41935483870968,610.19,2004-12-01
0.4,31.31612903225807,21.664516129032258,26.164516129032258,136.16,3.2706451612903225,67.3225806451613,597.01,2005-01-01
0.0,33.43214285714286,23.307142857142857,27.95,145.71,3.7135714285714285,66.17857142857143,603.91,2005-02-01
10.0,34.435483870967744,24.293548387096774,28.858064516129033,180.21,3.88258064516129,62.38709677419355,719.11,2005-03-01
21.9,35.876666666666665,26.37,30.646666666666665,176.65,3.545666666666667,60.766666666666666,681.38,2005-04-01
178.5,32.935483870967744,25.73548387096774,28.519354838709678,138.8,4.035161290322581,79.03225806451613,610.87,2005-05-01
175.1,31.34333333333333,25.553333333333335,27.740000000000002,122.35,4.835666666666667,82.56666666666666,557.05,2005-06-01
225.7,30.503225806451614,24.69677419354839,26.76774193548387,108.71,4.668064516129032,84.80645161290323,496.27,2005-07-01
187.9,31.44193548387097,24.919354838709676,27.393548387096775,127.85,4.784193548387097,82.19354838709677,578.86,2005-08-01
193.3,30.91,24.703333333333333,26.98,106.62,4.185,84.06666666666666,486.95,2005-09-01
284.9,30.887096774193548,24.14516129032258,26.68064516129032,105.85000000000001,2.667741935483871,85.41935483870968,500.93,2005-10-01
141.9,30.503333333333334,23.64,26.403333333333332,106.92999999999999,3.3243333333333336,81.8,489.77,2005-11-01
77.8,28.574193548387097,22.612903225806452,25.116129032258065,107.57000000000001,4.805483870967742,76.58064516129032,440.53000000000003,2005-12-01
10.5,30.780645161290323,22.748387096774195,26.351612903225806,126.61,3.085806451612903,73.70967741935483,574.22,2006-01-01
6.6,32.63928571428571,23.853571428571428,27.95357142857143,133.3,3.108214285714286,68.10714285714286,574.31,2006-02-01
38.4,33.47741935483871,24.509677419354837,28.506451612903227,154.54,3.3374193548387097,68.90322580645162,644.22,2006-03-01
105.5,33.79333333333333,25.03666666666667,28.71333333333333,146.65,3.0433333333333334,74.06666666666666,645.35,2006-04-01
200.6,31.774193548387096,24.76451612903226,27.53548387096774,129.86,3.4116129032258065,83.2258064516129,608.69,2006-05-01
264.3,30.553333333333335,24.826666666666664,26.96333333333333,108.87,3.801333333333333,86.46666666666667,519.59,2006-06-01
178.4,30.09032258064516,24.94193548387097,26.864516129032257,108.02,5.093870967741935,84.87096774193549,490.39,2006-07-01
251.1,30.44193548387097,24.648387096774194,26.716129032258067,110.43,5.176129032258065,83.80645161290323,489.97,2006-08-01
254.9,30.866666666666667,24.3,26.706666666666667,108.9,3.836,85.33333333333333,512.0,2006-09-01
201.20000000000002,30.574193548387097,24.206451612903226,26.638709677419353,106.97,3.258387096774194,84.7741935483871,502.2,2006-10-01
38.1,31.873333333333335,24.279999999999998,27.64333333333333,121.07,2.7083333333333335,77.43333333333334,553.99,2006-11-01
8.5,32.52903225806452,23.351612903225806,27.651612903225807,145.22,3.7874193548387094,63.096774193548384,577.1,2006-12-01
37.7,31.348387096774193,22.916129032258063,26.719354838709677,129.13,3.5593548387096776,69.61290322580645,551.55,2007-01-01
1.8,32.535714285714285,22.207142857142856,27.142857142857142,142.43,3.4089285714285715,64.89285714285714,603.66,2007-02-01
66.5,33.487096774193546,24.574193548387097,28.40967741935484,151.61,3.4129032258064513,69.90322580645162,619.14,2007-03-01
116.1,34.19666666666667,25.613333333333333,29.376666666666665,152.03,3.088,70.76666666666667,644.91,2007-04-01
188.4,31.093548387096774,25.125806451612902,27.316129032258065,116.26,3.6048387096774195,86.2258064516129,550.25,2007-05-01
242.3,30.96333333333333,25.186666666666667,27.4,113.39,3.323666666666667,86.43333333333334,543.14,2007-06-01
222.8,30.361290322580647,24.654838709677417,26.793548387096774,107.6,4.170322580645161,85.87096774193549,500.08,2007-07-01
201.9,30.358064516129033,24.851612903225806,26.906451612903226,109.02,4.982903225806451,83.41935483870968,478.89,2007-08-01
201.1,31.05,24.676666666666666,27.063333333333333,110.56,4.111666666666666,84.03333333333333,506.66,2007-09-01
317.2,30.448387096774194,23.825806451612905,26.296774193548387,103.54,3.6470967741935483,85.16129032258064,481.47,2007-10-01
102.4,29.323333333333334,22.456666666666667,25.3,109.08,4.111,79.26666666666667,493.67,2007-11-01
15.499999999999998,31.274193548387096,22.896774193548385,26.700000000000003,124.02,3.1583870967741934,71.0,535.99,2007-12-01
14.299999999999999,31.532258064516128,22.91290322580645,26.92258064516129,130.37,3.512258064516129,67.25806451612904,533.69,2008-01-01
7.8999999999999995,32.44137931034483,22.97241379310345,27.441379310344825,138.4,3.472758620689655,63.241379310344826,579.58,2008-02-01
46.5,33.26451612903226,24.164516129032258,28.193548387096776,156.15,3.114516129032258,68.38709677419355,676.07,2008-03-01
126.8,33.596666666666664,25.076666666666664,28.636666666666667,145.93,3.231,74.46666666666667,637.39,2008-04-01
250.2,30.60967741935484,24.725806451612904,26.825806451612905,113.68,4.226774193548387,86.2258064516129,542.1,2008-05-01
193.5,30.740000000000002,24.7,27.0,116.67,4.066,85.06666666666666,552.65,2008-06-01
214.2,30.751612903225805,24.761290322580646,27.048387096774192,122.2,4.3993548387096775,83.45161290322581,563.31,2008-07-01
223.3,31.03548387096774,24.551612903225806,26.903225806451612,117.76,4.224838709677419,84.16129032258064,545.01,2008-08-01
361.3,30.509999999999998,24.476666666666667,26.65666666666667,104.51,4.283333333333333,84.93333333333334,476.5,2008-09-01
288.3,31.183870967741935,24.20967741935484,26.825806451612905,107.56,2.7670967741935484,85.7741935483871,508.5,2008-10-01
204.70000000000002,29.67,23.30666666666667,25.80666666666667,101.7,4.069,81.56666666666666,447.36,2008-11-01
69.8,29.780645161290323,22.096774193548388,25.393548387096775,125.01,4.160645161290322,72.7741935483871,550.42,2008-12-01
11.4,29.37741935483871,20.741935483870968,24.625806451612902,130.42000000000002,3.7938709677419356,69.90322580645162,589.3,2009-01-01
49.9,31.57857142857143,23.017857142857142,26.88214285714286,121.84,3.0339285714285715,75.92857142857143,556.59,2009-02-01
71.8,33.65161290322581,24.651612903225807,28.51290322580645,153.49,3.0893548387096774,72.41935483870968,668.53,2009-03-01
144.7,32.776666666666664,25.459999999999997,28.35,136.01,3.5816666666666666,79.5,604.45,2009-04-01
257.3,30.95483870967742,24.787096774193547,27.009677419354837,113.0,3.2983870967741935,87.0,542.22,2009-05-01
155.2,30.886666666666667,25.05666666666667,27.35666666666667,119.69,4.495666666666667,84.36666666666666,560.3,2009-06-01
175.4,30.72258064516129,24.990322580645163,27.161290322580644,116.01,4.7293548387096775,83.51612903225806,521.6899999999999,2009-07-01
161.6,31.80322580645161,25.27741935483871,27.716129032258067,128.35,4.312258064516129,81.7741935483871,569.96,2009-08-01
250.8,30.05,24.746666666666666,26.64333333333333,90.93,4.649666666666667,85.8,397.34,2009-09-01
181.3,30.561290322580643,24.129032258064516,26.583870967741937,104.21,3.2616129032258065,85.3225806451613,492.01,2009-10-01
30.4,31.163333333333334,24.003333333333334,27.083333333333332,120.35,4.025333333333333,74.16666666666667,494.88,2009-11-01
20.3,31.719354838709677,22.84193548387097,27.032258064516128,125.5,2.790645161290323,70.74193548387096,565.59,2009-12-01
54.699999999999996,30.870967741935484,22.896774193548385,26.596774193548388,124.66,3.2754838709677423,71.58064516129032,537.99,2010-01-01
0.5,33.232142857142854,23.335714285714285,27.95357142857143,142.84,3.7296428571428573,68.67857142857143,594.89,2010-02-01
22.5,35.13225806451613,25.251612903225805,29.809677419354838,174.71,3.6074193548387097,61.903225806451616,689.17,2010-03-01
59.8,35.74333333333333,26.373333333333335,30.373333333333335,169.01,3.3643333333333336,67.03333333333333,689.51,2010-04-01
150.9,33.79677419354839,26.570967741935487,29.429032258064513,147.18,3.474838709677419,78.93548387096774,652.21,2010-05-01
253.2,31.5,25.626666666666665,27.756666666666668,117.0,4.086,86.03333333333333,553.01,2010-06-01
216.3,31.093548387096774,25.029032258064515,27.306451612903224,116.45,4.094838709677419,84.7741935483871,542.08,2010-07-01
231.8,31.39032258064516,24.932258064516127,27.31935483870968,119.12,4.212903225806452,83.93548387096774,545.68,2010-08-01
264.4,31.626666666666665,24.81,27.3,115.56,3.3636666666666666,84.4,541.87,2010-09-01
413.6,30.116129032258065,24.06451612903226,26.25483870967742,93.69,3.739032258064516,86.3225806451613,427.34999999999997,2010-10-01
189.3,29.913333333333334,23.373333333333335,25.983333333333334,100.05,3.590333333333333,82.16666666666667,453.68,2010-11-01
62.800000000000004,29.719354838709677,22.719354838709677,25.848387096774193,112.26,3.07,77.7741935483871,519.67,2010-12-01
17.099999999999998,30.451612903225808,21.93548387096774,25.787096774193547,124.78,2.9967741935483874,70.38709677419355,561.41,2011-01-01
1.2000000000000002,32.128571428571426,23.014285714285712,27.285714285714285,131.99,3.438928571428572,66.71428571428571,565.56,2011-02-01
82.5,32.354838709677416,24.216129032258067,27.56451612903226,137.1,3.788064516129032,70.19354838709677,560.67,2011-03-01
120.3,32.96,24.603333333333335,28.096666666666668,141.47,3.1689999999999996,75.03333333333333,624.52,2011-04-01
202.1,31.561290322580643,25.280645161290323,27.69677419354839,125.99,3.539677419354839,84.19354838709677,590.59,2011-05-01
170.0,30.73,25.176666666666666,27.216666666666665,113.23,4.667333333333334,84.63333333333334,522.84,2011-06-01
184.5,31.219354838709677,25.0,27.358064516129033,124.53999999999999,4.692258064516129,81.70967741935483,555.88,2011-07-01
251.9,31.229032258064517,24.825806451612905,27.251612903225805,121.67,4.164838709677419,83.41935483870968,558.28,2011-08-01
292.8,30.12,24.55666666666667,26.529999999999998,98.71,4.682666666666666,85.66666666666667,448.99,2011-09-01
224.1,31.174193548387095,24.26451612903226,26.88064516129032,114.04,3.111290322580645,84.41935483870968,539.88,2011-10-01
94.5,31.17,24.21333333333333,27.07,116.62,3.4403333333333332,78.5,522.11,2011-11-01
